id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,price,volume_24h,volume_change_24h,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,market_cap,market_cap_dominance,fully_diluted_market_cap,tvl,last_updated
1027,Ethereum,ETH,ethereum,10316,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem']",,120725247.07261096,120725247.07261096,True,,2,,,,2025-05-28T18:42:00.000Z,2647.9662690153655,18837441557.20285,-21.1711,0.03074138,-1.19501854,6.68418498,49.37128043,45.00729314,13.93708795,319676382066.8198,9.4092,319676382066.82,,2025-05-28T18:42:00.000Z
825,Tether USDt,USDT,tether,130032,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio']",,152913418919.93286,156004270711.01822,True,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xdac17f958d2ee523a2206206994597c13d831ec7'}",3,,,,2025-05-28T18:41:00.000Z,1.0001952340311997,75453984231.76118,-10.7657,0.00799159,-0.03204128,-0.02746769,-0.02529082,0.04575827,0.15231336,152943272823.13312,4.5025,156034728053.67,,2025-05-28T18:41:00.000Z
52,XRP,XRP,xrp,1617,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve']",100000000000.0,58686007292.0,99986107098.0,False,,4,,,,2025-05-28T18:42:00.000Z,2.253872749168768,2216096675.925773,-3.5116,0.46561143,-3.58647631,-4.61010679,-0.96586823,5.90590068,1.41962519,132270792592.95839,3.8932,225387274916.88,,2025-05-28T18:42:00.000Z
1839,BNB,BNB,bnb,2553,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,140887878.14,140887878.14,False,,5,,,,2025-05-28T18:41:00.000Z,687.2988494891674,1756731053.7447186,-10.0899,0.28160229,-0.28104875,2.92875619,14.13162065,14.03873519,13.14144876,96832076552.59201,2.8507,96832076552.59,,2025-05-28T18:41:00.000Z
5426,Solana,SOL,solana,927,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve']",,520525599.45363176,601827587.5751346,True,,6,,,,2025-05-28T18:42:00.000Z,170.69639709242313,3446505516.4435534,-3.5309,0.09359931,-4.35411445,1.50463237,16.36480261,35.9970942,23.02807656,88851844421.10872,2.6152,102729800869.9,,2025-05-28T18:42:00.000Z
3408,USDC,USDC,usd-coin,28296,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,61365043325.436035,61365043325.436035,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48'}",7,,,,2025-05-28T18:42:00.000Z,0.9997409454556349,10708017378.72714,-10.7882,-0.01021557,-0.00530787,0.00028396,-0.04779773,-0.01808852,-0.01575248,61349146432.09742,1.8057,61349146432.1,,2025-05-28T18:42:00.000Z
74,Dogecoin,DOGE,dogecoin,1229,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america']",,149453726383.7051,149453726383.7051,True,,8,,,,2025-05-28T18:42:00.000Z,0.21936089458391086,1199565945.5694277,-10.6722,0.066984,-3.89434681,-3.29590522,24.53002992,29.76024464,5.04875163,32784303118.428593,0.965,32784303118.43,,2025-05-28T18:42:00.000Z
2010,Cardano,ADA,cardano,1524,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve']",45000000000.0,35334514487.46726,44994495302.31451,False,,9,,,,2025-05-28T18:42:00.000Z,0.7450295828764756,581526746.5285189,-14.4179,-0.06435593,-2.87427563,-1.15385439,6.83272405,10.99764325,13.72075298,26325258589.740517,0.7748,33526331229.44,,2025-05-28T18:42:00.000Z
1958,TRON,TRX,tron,1181,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio']",,94870863355.74092,94870868959.37683,True,,10,,,,2025-05-28T18:42:00.000Z,0.275161811127479,505919620.39593005,-13.5995,0.04021447,0.05554481,3.23752018,11.29670572,17.3547453,20.56601101,26104838584.193253,0.7684,26104840126.1,,2025-05-28T18:42:00.000Z
20947,Sui,SUI,sui,667,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem']",10000000000.0,3338327017.9116654,10000000000.0,False,,11,3338327017.9116654,11891578374.379333,,2025-05-28T18:42:00.000Z,3.5621370556495893,1030091361.8862462,-12.6574,0.03123769,-3.33982479,-8.15838849,0.18158236,55.72301849,25.70342212,11891578374.379333,0.35,35621370556.5,,2025-05-28T18:42:00.000Z
32196,Hyperliquid,HYPE,hyperliquid,87,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem']",1000000000.0,333928180.0,999993930.0,False,"{'id': 32196, 'name': 'Hyperliquid', 'symbol': 'HYPE', 'slug': 'hyperliquid', 'token_address': '0x0d01dc56dcaaca66ad901c959b4011ec'}",12,333931719.0,11429547880.063969,,2025-05-28T18:42:00.000Z,34.227200441728534,279242668.3359272,-15.9763,0.17541068,-9.04700476,25.45402899,97.05720402,166.97137581,67.64420577,11429426750.001606,0.3364,34227200441.73,,2025-05-28T18:42:00.000Z
1975,Chainlink,LINK,chainlink,2016,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cross-chain', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,657099970.4527867,1000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x514910771af9ca656af840dff83e8264ecf986ca'}",13,,,,2025-05-28T18:42:00.000Z,15.483616328985242,312968735.48734003,-14.7659,-0.16226185,-3.04572408,-1.71940346,4.95555737,14.1784901,1.13857802,10174283832.278488,0.2995,15483616328.99,,2025-05-28T18:42:00.000Z
5805,Avalanche,AVAX,avalanche,917,2020-07-13T00:00:00.000Z,"['smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1', 'made-in-america']",715748719.0,421158852.3617601,456161552.3617601,False,,14,,,,2025-05-28T18:42:00.000Z,23.009193059479966,340815274.0008412,-14.7394,-0.6445433,-2.21863432,1.54031518,5.66633821,15.28399215,1.97411258,9690525342.700758,0.2852,16468800457.55,,2025-05-28T18:42:00.000Z
512,Stellar,XLM,stellar,709,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets', '2017-2018-alt-season', 'made-in-america']",50001806812.0,31125797158.20162,50001786892.81785,False,,15,,,,2025-05-28T18:42:00.000Z,0.2828837994420133,179407885.52737102,6.3809,-0.00927889,-2.23851395,-1.87855048,-0.51092196,6.48400536,-1.24567301,8804983760.773495,0.2592,14144701089.94,,2025-05-28T18:42:00.000Z
11419,Toncoin,TON,toncoin,739,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem', 'cmc-crypto-yearbook-2024-2025']",,2491584310.083075,5131070000.334487,True,,16,,,,2025-05-28T18:42:00.000Z,3.4004275971748155,905123074.4859009,456.0275,-0.37489807,13.31916464,11.38595197,5.39793708,-9.11370694,0.09356678,8472452048.694262,0.2494,17447832032.17,,2025-05-28T18:42:00.000Z
3957,UNUS SED LEO,LEO,unus-sed-leo,61,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,923355048.9,985239504.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3'}",17,,,,2025-05-28T18:42:00.000Z,9.092738858613268,2048879.4991728,-48.8249,0.18405317,2.23192379,2.87151734,1.25043366,-4.95043832,-0.33105136,8395826333.429784,0.2471,8958525523.06,,2025-05-28T18:42:00.000Z
5994,Shiba Inu,SHIB,shiba-inu,967,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel', 'base-ecosystem', 'animal-memes']",589552695333683.0,589249738948632.8,589504168190509.2,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce'}",18,589551575078137.0,8322641057.984446,,2025-05-28T18:41:00.000Z,1.4116900725575016e-05,162578705.53439674,-18.6671,0.01848989,-3.10736399,-2.63486728,4.06773778,11.76965906,-2.98330005,8318380067.308843,0.2449,8322656872.52,,2025-05-28T18:41:00.000Z
1831,Bitcoin Cash,BCH,bitcoin-cash,1020,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america']",21000000.0,19875884.375,19875884.375,False,,19,,,,2025-05-28T18:42:00.000Z,408.96249854041946,225427517.19354442,-13.465,0.29051453,-2.55360449,1.98732541,17.45193531,34.94748405,36.90902923,8128491334.700483,0.2393,8588212469.35,,2025-05-28T18:42:00.000Z
4642,Hedera,HBAR,hedera,342,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'real-world-assets', 'layer-1', 'made-in-america']",50000000000.0,42239760469.12971,50000000000.0,False,,20,,,,2025-05-28T18:42:00.000Z,0.1836403921075123,130418975.74163969,-9.9145,0.12907298,-3.8765933,-5.69271761,-4.29742289,7.9060755,-8.42326141,7756926175.078377,0.2283,9182019605.38,,2025-05-28T18:42:00.000Z
2,Litecoin,LTC,litecoin,1371,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'layer-1', '2017-2018-alt-season', 'made-in-america']",84000000.0,75904339.48347135,84000000.0,False,,21,,,,2025-05-28T18:42:00.000Z,95.14789891149788,396866508.0848796,-11.4271,-0.07670939,-1.62333014,-0.13615805,11.90251427,11.19974785,-24.99659764,7222138420.117349,0.2126,7992423508.57,,2025-05-28T18:42:00.000Z
6636,Polkadot,DOT,polkadot-new,912,2020-08-19T00:00:00.000Z,"['defi', 'substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'heco-ecosystem', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'osmosis-ecosystem']",,1582030219.1445231,1582030219.1445231,True,,22,,,,2025-05-28T18:42:00.000Z,4.500452083892411,185369061.37750167,6.0339,-0.24863145,-1.6634317,-4.22391296,7.15206984,10.5743114,-9.79211997,7119851196.529737,0.2096,7119851196.53,,2025-05-28T18:42:00.000Z
328,Monero,XMR,monero,318,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio', 'layer-1', '2017-2018-alt-season']",,18446744.07370955,18446744.07370955,True,,23,,,,2025-05-28T18:42:00.000Z,342.5573108574051,168617217.57097393,46.1894,0.40407773,-11.65611065,-9.86499861,32.93184977,60.166027,63.9878229,6319067043.964719,0.186,6319067043.96,,2025-05-28T18:42:00.000Z
11092,Bitget Token,BGB,bitget-token-new,31,2021-07-29T00:00:00.000Z,"['centralized-exchange', 'ethereum-ecosystem']",,1169993089.2,1169993089.2,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x54D2252757e1672EEaD234D27B1270728fF90581'}",24,1169993089.2,6118343050.954731,,2025-05-28T18:42:00.000Z,5.22938392323175,73504307.35174033,3.5869,0.03645093,-2.52266016,0.81001198,18.86080395,13.45409643,26.69697662,6118343050.954731,0.1801,6118343050.95,,2025-05-28T18:42:00.000Z
24478,Pepe,PEPE,pepe,575,2023-04-17T06:18:08.000Z,"['memes', 'ethereum-ecosystem']",420690000000000.0,420689899653543.56,420689899653543.56,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6982508145454ce325ddbe47a25d4ec3d2311933'}",25,,,,2025-05-28T18:42:00.000Z,1.3667654123318108e-05,1024948071.6754671,-18.6229,0.30324046,-2.65361899,4.35950999,55.87756968,88.70743889,63.05077136,5749844041.638036,0.1692,5749845413.14,,2025-05-28T18:42:00.000Z
4943,Dai,DAI,multi-collateral-dai,3520,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin']",,5365382702.664872,5365382702.664872,True,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6b175474e89094c44da98b954eedeac495271d0f'}",26,,,,2025-05-28T18:42:00.000Z,0.9999052913979649,19602235498.156128,1.1646,0.00042633,0.00883198,0.00738369,-0.02242707,-0.0063661,0.03072828,5364874554.769719,0.1579,5364874554.77,,2025-05-28T18:42:00.000Z
35697,Pi,PI,pi,56,2025-02-11T07:16:10.000Z,"['layer-1', 'mobile-mining']",100000000000.0,7249672408.895736,100000000000.0,False,,27,7249672408.895736,5256587634.157708,,2025-05-28T18:42:00.000Z,0.7250793329237324,84178720.75132097,-38.0745,-0.49837382,-3.25478725,-11.50597709,18.25631638,-10.49563639,-72.51734544,5256587634.157708,0.1547,72507933292.37,,2025-05-28T18:42:00.000Z
29470,Ethena USDe,USDe,ethena-usde,153,2024-02-20T11:05:01.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-labs-portfolio', 'dragonfly-capital-portfolio', 'usd-stablecoin', 'eigenlayer-ecosystem', 'binance-ecosystem']",,5221786818.819573,5221786818.819573,True,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4c9edd5852cd905f086c759e8383e09bff1e68b3'}",28,,,,2025-05-28T18:42:00.000Z,1.0007818037704939,112245256.99423,15.728,0.00289492,0.00644563,0.00253936,0.11248348,0.12187561,0.14595989,5225869231.443242,0.1538,5225869231.44,,2025-05-28T18:42:00.000Z
7083,Uniswap,UNI,uniswap,1238,2020-09-17T00:00:00.000Z,"['decentralized-exchange-dex-token', 'defi', 'dao', 'ethereum-ecosystem', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-portfolio', 'polygon-ecosystem', 'terra-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cmc-crypto-awards-2024', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'made-in-america']",,628688836.71,1000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x1f9840a85d5af5bf1d1762f925bdaddc4201f984'}",29,,,,2025-05-28T18:42:00.000Z,6.678697041946488,640864137.8033025,68.7384,-0.29143146,1.79190837,9.84946175,23.34347573,12.24790466,-16.63824114,4198822274.0398555,0.1236,6678697041.95,,2025-05-28T18:42:00.000Z
7278,Aave,AAVE,aave,1085,2020-10-02T00:00:00.000Z,"['defi', 'dao', 'ethereum-ecosystem', 'yield-farming', 'three-arrows-capital-portfolio', 'governance', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'lending-borowing', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'framework-ventures-portfolio', 'alameda-research-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'polygon-ecosystem', 'fantom-ecosystem', 'near-protocol-ecosystem', 'optimism-ecosystem', 'standard-crypto-portfolio', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,15142594.79520667,16000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9'}",30,,,0.1574827,2025-05-28T18:42:00.000Z,264.35827557889564,326201767.7718144,-29.5151,-0.10781447,-4.59919394,6.99328568,59.90920564,56.5474218,29.62988187,4003070247.8507957,0.1178,4229732409.26,25419110840.01525,2025-05-28T18:42:00.000Z
1,Bitcoin,BTC,bitcoin,12198,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem']",21000000.0,19871137.0,19871137.0,False,,1,,,,2025-05-28T18:43:00.000Z,107564.61804644857,49493603076.55829,-9.8845,0.14439797,-2.19048642,0.36826872,14.35745331,30.31907802,27.09970266,2137431261553.6519,62.9122,2258856978975.42,,2025-05-28T18:43:00.000Z
1027,Ethereum,ETH,ethereum,10316,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem']",,120725247.07261096,120725247.07261096,True,,2,,,,2025-05-28T18:43:00.000Z,2647.8618803040094,19644759486.182762,-17.9081,0.11416093,-1.18275324,6.36307003,49.41017688,45.03140583,14.14021462,319663779713.8498,9.4088,319663779713.85,,2025-05-28T18:43:00.000Z
825,Tether USDt,USDT,tether,130032,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio']",,152913418919.93286,156004270711.01822,True,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xdac17f958d2ee523a2206206994597c13d831ec7'}",3,,,,2025-05-28T18:42:00.000Z,1.0001461694896132,74160517268.85893,-12.3179,-0.00378956,-0.02141962,-0.01855043,-0.0369728,0.04992176,0.14802247,152935770196.3314,4.5014,156027073775.65,,2025-05-28T18:42:00.000Z
52,XRP,XRP,xrp,1617,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve']",100000000000.0,58686007292.0,99986107098.0,False,,4,,,,2025-05-28T18:42:00.000Z,2.253872749168768,2216096675.925773,-3.5116,0.46561143,-3.58647631,-4.61010679,-0.96586823,5.90590068,1.41962519,132270792592.95839,3.8932,225387274916.88,,2025-05-28T18:42:00.000Z
1839,BNB,BNB,bnb,2553,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,140887878.14,140887878.14,False,,5,,,,2025-05-28T18:43:00.000Z,687.252809684152,1759910139.0522435,-9.9523,0.30095091,-0.26999285,2.86487525,14.09416159,14.08002758,13.11577844,96825590102.15341,2.8499,96825590102.15,,2025-05-28T18:43:00.000Z
5426,Solana,SOL,solana,927,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve']",,520525599.45363176,601827587.5751346,True,,6,,,,2025-05-28T18:43:00.000Z,170.7000300518625,3442464964.112677,-3.7238,0.14256353,-4.24487254,1.45925413,16.3678076,35.9912256,23.07511094,88853735469.49869,2.6153,102731987285.12,,2025-05-28T18:43:00.000Z
3408,USDC,USDC,usd-coin,28296,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,61365043325.436035,61365043325.436035,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48'}",7,,,,2025-05-28T18:43:00.000Z,0.9996233131176256,10684740564.364428,-10.5428,-0.01804511,-0.02132287,-0.0008268,-0.06466366,-0.03275825,-0.03397498,61341927918.57901,1.8055,61341927918.58,,2025-05-28T18:43:00.000Z
74,Dogecoin,DOGE,dogecoin,1229,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america']",,149453726383.7051,149453726383.7051,True,,8,,,,2025-05-28T18:43:00.000Z,0.2192546207860641,1198995376.0832016,-10.7495,0.08269484,-3.80064137,-3.39185606,24.47024429,29.70923272,5.01448238,32768420103.32345,0.9645,32768420103.32,,2025-05-28T18:43:00.000Z
2010,Cardano,ADA,cardano,1524,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve']",45000000000.0,35334514487.46726,44994495302.31451,False,,9,,,,2025-05-28T18:43:00.000Z,0.745029770813082,580743017.0179994,-14.5803,0.01075065,-2.76640307,-1.17909012,6.83472385,10.97822824,13.72461915,26325265230.38926,0.7748,33526339686.59,,2025-05-28T18:43:00.000Z
